Country Code,Country,Year,PV cumulative capacity (MW),Last year's PV cumulative capacity (MW),PV added capacity (MW),Solar PV Module Cost (2019 US$ per W),Population,Land area (km^2),Urban land area (km^2),Rural land area (km^2),Agricultural land (km^2),Forest area (km^2),Public Investments in solar energy (2019 million USD),KOFGI,GDP (current US$),GNI (current US$),Access to electricity (% of population),Primary education,Secondary education,Tertiary education,"Average Theoretical potential (GHI, kWh/m2/day), long-term",Research and development expenditure (% of GDP),Investment in energy with private participation (current US$),Gini index (World Bank estimate),Ease of doing business rank (1=most business-friendly regulations),Duration of compulsory education (years),Labor force,Total unemployment,"Agriculture, forestry, and fishing, value added (current US$)","Manufacturing, value added (current US$)","Industry (including construction), value added (current US$)",electricity net generation (billion kWh),electricity net consumption (billion kWh),nuclear electricity net generation (billion kWh),fossil fuels electricity net generation (billion kWh),Cloud coverage (%),Daylight hours (min/day),Precipitation,Snowfall (mm/h),Temperature (C)
ITA,Italy,2007,110,45,65,4.137362637,58438310,294140,73540.88281,223236.4375,141620,88304.03,,81.17930603,2.21029e+12,2.212e+12,100,60841823.576,58712957.376,38968399.639,4.07,1.12899,,32.9,,12,24449163,1486509.0918,41913495757,352662000000,525429000000,290.4386,315.7456,0,242.3226,46.05638625,732.38874228,0.0924452388,0.0057133727,14.337533392
ITA,Italy,2008,483,110,373,3.447802198,58826731,294140,73540.88281,223236.4375,144572,88962.82,,80.7352066,2.39886e+12,2.37693e+12,100,61341103.372,59474394.131,39027769.584,4.07,1.15972,,33.8,,12,24794412,1666184.4343,44969532738,371109000000,566163000000,295.93206,315.52306,0,237.58406,48.08534925,732.15925384,0.1186092485,0.0108475548,14.223218275
ITA,Italy,2009,1264,483,781,2.386939983,59095365,294140,73540.88281,223236.4375,139824,89621.61,,80.27532196,2.19124e+12,2.18986e+12,100,61155370.86,59932480.216,39327949.174,4.07,1.21787,,33.8,,12,24602873,1906722.6575,39502361767,300502000000,479549000000,273.3487,297.9557,0,203.7027,49.327437167,732.39649408,0.1215941371,0.0104642529,14.24545
ITA,Italy,2010,3592,1264,2328,2.04475,59277417,294140,73540.88281,223236.4375,143278,90280.4,1213.42,80.86254883,2.13402e+12,2.1295e+12,100,61052012.976,60998724.238,38989305.865,4.07,1.21797,,34.7,,12,24554256,2052735.7174,37889797057,303656000000,466619000000,283.83484,307.42484,0,205.75284,52.894739,732.39245939,0.1415204691,0.0125100162,13.618653117
ITA,Italy,2011,13131,3592,9539,1.67725,59379449,294140,73540.88281,223236.4375,138526,90818.48,60.71,80.78739166,2.29199e+12,2.28619e+12,100,60866517.518,61357718.987,38931018.204,4.07,1.20155,,35.1,,12,24564738,2053612.0125,43167961649,325785000000,498501000000,286.58245,311.46645,0,201.69768,43.75319075,732.38840343,0.0946813732,0.0059780155,14.33962775
ITA,Italy,2012,16785,13131,3654,0.876416667,59539717,294140,73540.88281,223236.4375,137290,91356.56,,81.22531891,2.08708e+12,2.08453e+12,100,60308933.705,60750362.179,38184935.69,4.07,1.26219,,35.2,,12,25125842,2675902.0775,41131136042,289052000000,445488000000,283.82077,305.92377,0,189.93452,44.435324,732.15874536,0.1091552648,0.010217095,14.405957283
ITA,Italy,2013,18185,16785,1400,0.696333333,60233948,294140,73540.88281,223236.4375,136300,91894.64,,81.2064743,2.14132e+12,2.1376e+12,100,61376762.539,61684977.182,37523437.614,4.07,1.30107,,34.9,,12,25291021,3072858.9554,45922430256,297215000000,453369000000,276.05326,297.00426,0,162.479,49.560996667,732.39600386,0.1272194017,0.0120063957,14.093573775
ITA,Italy,2014,18594,18185,409,0.6415,60789140,294140,73540.88281,223236.4375,131620,92432.72,,82.09428406,2.15913e+12,2.15932e+12,100,61489078.681,62175776.331,37508571.787,4.07,1.3384,,34.7,,12,25695578,3258199.3701,43136492140,301766000000,449066000000,267.18411,291.44911,0,145.06456,52.102326833,732.39184764,0.1305036533,0.0088048028,14.677901
ITA,Italy,2015,18901,18594,307,0.5965,60730582,294140,73540.88281,223236.4375,129450,92970.8,,82.40866852,1.8359e+12,1.82321e+12,100,60965457.101,62100828.753,37008889.181,4.07,1.3385,,35.4,,12,25660847,3053640.6955,37915665961,264285000000,382902000000,270.09671,296.75771,0,159.45408,47.3818775,732.3876587,0.1044946361,0.0072003,14.696515692
ITA,Italy,2016,19283,18901,382,0.5505,60627498,294140,73540.88281,223236.4375,128120,93508.9,81.72,82.60149384,1.8758e+12,1.88118e+12,100,60279169.27,61635341.335,36944777.521,4.07,1.36642,,35.2,,12,25927768,3030955.9703,36172377587,277450000000,398006000000,275.92776,294.20176,0,166.08108,48.816382333,732.15774908,0.1128528934,0.0069443897,14.546664792
ITA,Italy,2017,19682.293,19283,399.293,0.462166667,60536709,294140,73540.88281,223236.4375,128265.7,94047,,82.92850494,1.95695e+12,1.96786e+12,100,61674409.515,61305772.557,37492199.174,4.07,1.37013,,35.9,,12,26090152,2924706.0496,38604461976,291857000000,416838000000,281.40981,300.50281,0,175.7518,42.529751,732.39498611,0.0903202731,0.0072611456,14.477072042
ITA,Italy,2018,20107.589,19682.293,425.296,0.4115,60421760,297730,73540.88281,223236.4375,124050,94585.1,2.62,82.76971436,2.09091e+12,2.114e+12,100,61175791.964,61239329.01,38846127.34,4.07,1.39181,,,,12,26142141,2773681.0712,40676999979,313841000000,448504000000,276.28681,302.197855,0,160.29068,52.0446775,732.39074455,0.129725093,0.0094379019,14.819489208
ITA,Italy,2019,20865.275,20107.589,757.686,0.37725,59729081,297730,73540.88281,223236.4375,,95123.2,,82.92494202,2.00938e+12,2.02675e+12,100,60308057.381,60438819.51,39452012.232,4.07,,,,58,12,25875327,2574594.9871,38346703754,298836000000,432403000000,283.00824,303.33124,0,165.696,46.692096333,732.38650833,0.1239896343,0.009030581,14.698750333
ITA,Italy,2020,21594,20865.275,728.725,,59554023,297730,73540.88281,223236.4375,,95661.3,,,1.88871e+12,1.91192e+12,,,,,4.07,,,,,12,25137672,2302610.7167,37530393967,280399000000,408414000000,271.877,286.375,0,152.355,44.98671475,732.15642829,0.1020683623,0.0068204472,14.699160892
JAM,Jamaica,2000,0,,,4.879966188,2654698,10830,3000.631592,8015.424316,4790,5210,,57.77711868,9005064475,8655164476,84.38311005,2547467.2151,2264124.5036,400279.08792,5.21,,,,,6,1147457,178314.81734,561186627.2,841605464.1,2031861759,6.22172,5.59972,0,6.00472,45.682462583,728.18238053,0.0993160913,7.7666667e-8,25.686069833
JAM,Jamaica,2001,0.1,0,0.1,4.773879966,2674706,10830,3000.631592,8015.424316,4790,5247.45,,58.07034302,9194717836,8756918311,87.708112,2565006.7713,2261242.7994,471436.72666,5.21,0.0491,201000000,,,6,1147029,171251.43326,562784397.9,821761750.4,2052012879,6.26434,5.70034,0,6.12034,46.386613833,728.26418013,0.1085142465,3.8833333e-8,25.960510083
JAM,Jamaica,2002,0.1,0.1,0,4.031276416,2692843,10830,3000.631592,8015.424316,4740,5284.9,,57.99330139,9719017926,9113717405,86.681291,2589358.6247,2277740.6107,501114.67772,5.21,0.06096,,48.3,,6,1151831,163444.81406,538851906.1,818512100.4,2072377050,6.52446,5.90646,0,6.40046,43.673136167,728.26270128,0.1347981332,5.825e-8,26.151842667
JAM,Jamaica,2003,0.1,0.1,0,3.978233305,2709438,10830,3000.631592,8015.424316,4740,5322.35,,58.68571472,9430230564,8858830824,86.67273712,2565799.8747,2294146.4266,565829.80249,5.21,,,,,6,1156455,135652.16618,491679208.3,781196690.7,2026795564,6.72512,6.10512,0,6.57812,47.08583625,728.26123291,0.1157148261,3.8833333e-8,26.250843667
JAM,Jamaica,2004,0.2,0.1,0.1,4.137362637,2725017,10830,3000.631592,8015.424316,4720,5359.8,,63.89099503,10174664854,9592121831,87.41622925,2623707.4576,2450677.8595,575001.20682,5.21,,,45.5,,6,1215721,148439.53459,506918617.2,836100344.5,2264711457,6.7951,6.0641,0,6.5941,44.486688417,728.1819814,0.1169011078,0,26.082519417
JAM,Jamaica,2005,0.2,0.2,0,4.243448859,2740000,10830,3000.631592,8015.424316,4670,5397.25,,64.29514313,11243868486,10567652668,88.14806366,2597017.7476,2456488.4339,522255.48279,5.21,,,,,6,1235639,139132.95424,583134100.9,871570165.4,2462480351,6.98896,6.13496,0,6.75296,53.317593333,728.26389182,0.1714248961,3.8833333e-8,26.13085225
JAM,Jamaica,2006,0.2,0.2,0,4.455621302,2754414,10830,3000.631592,8015.424316,4670,5434.7,,65.86267853,11930171468,11314539712,88.87075806,,,517959.83814,5.21,,78000000,,,6,1258437,129870.6945,615098891.3,908479722.1,2531596087,7.0381,6.0981,0,6.7821,47.276271667,728.26245807,0.1130033363,5.825e-8,26.311813333
JAM,Jamaica,2007,0.4,0.2,0.2,4.137362637,2768229,10830,3000.631592,8015.424316,4640,5472.15,,66.73135376,12799593018,12137998535,89.59040833,2508562.0151,2555950.4493,,5.21,,,,,6,1280842,124882.095,591034827.6,984214983.8,2728284402,5.603,4.941,0,5.356,50.831921417,728.26103224,0.1585161911,5.825e-8,26.2180775
JAM,Jamaica,2008,0.6,0.4,0.2,3.447802198,2781869,10830,3000.631592,8015.424316,4490,5509.6,0.27,67.13311005,13709402085,13141140490,92,,2603180.949,655058.39119,5.21,,,,,6,1301710,137851.09095,671640355,1102119132,2699123923,3.995,2.988,0,3.737,47.906920167,728.18175938,0.1267037613,1.9416667e-8,25.94208975
JAM,Jamaica,2009,0.7,0.6,0.1,2.386939983,2795839,10830,3000.631592,8015.424316,4490,5547.05,0.11,65.59012604,12120460873,11452546431,91.04549408,,2642851.7529,654609.89218,5.21,,,,,6,1284589,145929.30603,663264087.1,995026970,2192695528,4.053,3.072,0,3.83,43.036759333,728.26375982,0.1078819664,5.825e-8,26.169565083
JAM,Jamaica,2010,1,0.7,0.3,2.04475,2810464,10830,3000.631592,8015.424316,4440,5584.5,0.11,65.61237335,13220556883,12725939353,92.2,,2579210.5345,753642.50053,5.21,,132000000,,,6,1279158,158231.84319,696590787.9,1024678856,2377893048,3.97172,3.06972,0,3.74872,54.044519667,728.26233619,0.1662700842,1.9416667e-8,26.150121583
JAM,Jamaica,2011,1.5,1,0.5,1.67725,2825932,10830,3000.631592,8015.424316,4440,5622.52,,65.69965363,14444655300,13926255522,91.1,,2589342.7704,739753.81509,5.21,,,,,6,1294591,164413.05454,815731108.9,1139166526,2636008545,4.0149,3.0539,0,3.7459,45.574105917,728.26090588,0.1427294727,7.7666667e-8,26.044827583
JAM,Jamaica,2012,1.8,1.5,0.3,0.876416667,2842128,10830,3000.631592,8015.424316,4440,5660.54,,65.73743439,14807086889,14607474287,93.1,,,817365.608,5.21,,,,,6,1302749,181472.93974,854582207.5,1197230867,2664366568,3.92462,2.89162,0,3.64062,45.7914665,728.18157158,0.1183562034,3.8833333e-8,26.135424833
JAM,Jamaica,2013,2.1,1.8,0.3,0.696333333,2858710,10830,3000.631592,8015.424316,4440,5698.56,,65.890625,14264202737,13930633622,93.9,,2357925.827,777782.11877,5.21,,,,,6,1343203,204838.4575,851641319.2,1165213615,2581687466,3.92036,2.82336,0,3.66036,45.8022865,728.26358179,0.1050690233,3.8833333e-8,26.32057775
JAM,Jamaica,2014,4.1,2.1,2,0.6415,2875137,10830,3000.631592,8015.424316,4440,5736.58,0.63,66.24222565,13899228824,13600815211,93.3,,2363291.0165,,5.21,,,,,6,1354704,186136.32648,830129490.8,1129828863,2552614381,3.89284,2.78984,0,3.60584,44.364356583,728.26211677,0.0946724226,0,26.392972667
JAM,Jamaica,2015,6.5,4.1,2.4,0.5965,2891024,10830,3000.631592,8015.424316,4440,5774.6,51.51,66.29684448,14188935948,13748957626,94.9,,2339088.1427,784352.43228,5.21,,209800000,,,6,1376583,185976.36647,895085740.1,1129035016,2733645779,3.89072,2.78772,0,3.60772,41.957449,728.26064125,0.0860607893,1.3591667e-7,26.600651417
JAM,Jamaica,2016,27.5,6.5,21,0.5505,2906242,10830,3000.631592,8015.424316,4440,5813.4,,64.94569397,14077109397,13482121259,96.7452774,,2434759.9336,,5.21,,,,,6,1424883,187942.06172,928918022.3,1080370918,2690427275,4.11346,2.95346,0,3.76846,49.352136917,728.18121915,0.1213107331,9.7083333e-8,26.583350833
JAM,Jamaica,2017,55.5,27.5,28,0.462166667,2920848,10830,3000.631592,8015.424316,4440,5852.3,,64.04324341,14808989993,14387841219,97.62187195,,2378381.688,,5.21,,390000000,,,6,1444404,167984.18679,982100504.4,1141332166,2878431127,4.14498,2.99298,0,3.63498,52.013823833,728.26322506,0.1568433738,3.8833333e-8,26.495001833
JAM,Jamaica,2018,55.5,55.5,0,0.4115,2934853,10830,3000.631592,8015.424316,4440,5891.2,69.2,61.78967667,15730793853,15134770593,98.50248718,,2415051.5999,,5.21,,64000000,,,6,1433102,130412.28746,1037009735,1207070609,3200994789,4.1677,3.0237,0,3.6237,48.526667917,728.26173124,0.1089844833,3.8833333e-8,26.455059333
JAM,Jamaica,2019,92.5,55.5,37,0.37725,2948277,10830,3000.631592,8015.424316,,5930,0.01,61.05427551,15830768550,15389268904,99.3837738,,2516490.9106,,5.21,,,,71,6,1457091,112050.29873,1111256968,1225057590,3047990392,4.19978,3.05078,0,3.70078,44.233624833,728.26023988,0.0997485307,0,26.773285333
JAM,Jamaica,2020,92.5,92.5,0,,2961161,10830,3000.631592,8015.424316,,5968.9,,,13812425037,13357884098,,,2458781.6194,,5.21,,,,,6,1396688,132406.016,1199365462,1098461547,2816524675,,,0,,47.534932333,728.18075862,0.1329004083,0.0000001165,26.834534917
JPN,Japan,2000,330,,,4.879966188,126843000,364500,108678.2422,260649.5938,52580,248760,,67.07131958,4.96836e+12,5.04024e+12,100,,,,3.61,2.90569,,,,9,67491823,3205861.5925,75413745586,1.11551e+12,1.61539e+12,1009.278,962.329,305.947,583.133,65.536410833,730.81624339,0.2042410854,0.0187902503,13.70738605
JPN,Japan,2001,453,330,123,4.773879966,127149000,364500,108678.2422,260649.5938,47930,248850,,67.48348999,4.37471e+12,4.44272e+12,100,,,,3.61,2.97183,,,,9,67328405,3379885.9182,59824453278,923927000000,1.35534e+12,991.749,946.399,303.865,570.14,63.54500675,731.00441433,0.19551227,0.0177897754,13.429818067
JPN,Japan,2002,637,453,184,4.031276416,127445000,364500,108678.2422,260649.5938,47630,248940,,66.65589142,4.18285e+12,4.24389e+12,100,,,,3.61,3.01394,,,,9,66823769,3601801.0596,57576482598,866464000000,1.26416e+12,1010.326,960.718,280.339,611.204,64.629746667,731.00101817,0.1911312433,0.0159337387,13.717398367
JPN,Japan,2003,860,637,223,3.978233305,127718000,364500,108678.2422,260649.5938,47360,249030,,68.04909515,4.51956e+12,4.59258e+12,100,,,,3.61,3.04295,,,,9,66624607,3497791.8675,58710381382,945363000000,1.35944e+12,1002.948,953.162,228.012,639.569,67.108013167,730.99764545,0.2047245033,0.0154617553,13.500370742
JPN,Japan,2004,1132,860,272,4.137362637,127761000,364500,108678.2422,260649.5938,47140,249120,,68.48464966,4.89312e+12,4.98757e+12,100,,,,3.61,3.02952,,,,9,66403238,3140873.17,60232177682,1.03346e+12,1.46632e+12,1030.555,981.693,268.32,627.455,61.852077583,730.81529943,0.2160556,0.0174417235,14.276919783
JPN,Japan,2005,1422,1132,290,4.243448859,127773000,364500,108678.2422,260649.5938,46920,249210,,68.9223175,4.83147e+12,4.9386e+12,100,,,,3.61,3.18099,,,,9,66523715,2960305.1904,53708008296,1.03506e+12,1.44324e+12,1040.466,990.036,280.502,639.023,63.178036,731.00372939,0.1732292675,0.0214227801,13.479773392
JPN,Japan,2006,1708,1422,286,4.455621302,127854000,364500,108678.2422,260649.5938,46710,249300,,70.16661072,4.60166e+12,4.72463e+12,100,,,,3.61,3.27844,,,,9,66676252,2793734.9968,49812853560,984723000000,1.36511e+12,1058.707,1008.482,291.542,633.654,65.903943417,731.00044312,0.2074253642,0.0160092388,13.759843625
JPN,Japan,2007,1919,1708,211,4.137362637,128001000,364500,108678.2422,260649.5938,46500,249390,,72.17008209,4.57975e+12,4.72009e+12,100,,,,3.61,3.3396,,,,9,66797261,2598413.523,48241453545,1.00184e+12,1.35548e+12,1099.392,1048.403,267.337,711.204,61.515467917,730.99717713,0.1787549183,0.0130625684,14.157467967
JPN,Japan,2008,2144,1919,225,3.447802198,128063000,364500,108678.2422,260649.5938,46280,249480,,72.82393646,5.10668e+12,5.24386e+12,100,,,,3.61,3.33718,,34.8,,9,66632288,2665291.52,53829594764,1.0864e+12,1.46985e+12,1027.955,976.643,241.254,667.588,64.008126917,730.81479304,0.1808279683,0.0150091679,13.91867735
JPN,Japan,2009,2627,2144,483,2.386939983,128047000,364500,108678.2422,260649.5938,46090,249570,,72.6170578,5.28949e+12,5.42244e+12,100,,,,3.61,3.2314,,,,9,66347900,3363838.6441,57249057124,1.00753e+12,1.43405e+12,999.83,949.304,263.053,616.34,64.200210833,731.00344096,0.1988378142,0.0166548279,13.950466267
JPN,Japan,2010,3618,2627,991,2.04475,128070000,364500,108678.2422,260649.5938,45930,249660,,73.26981354,5.75907e+12,5.91248e+12,100,,,,3.61,3.13708,,32.1,,9,66113861,3371806.8482,63826702875,1.19594e+12,1.63189e+12,1108.76302,1061.61402,280.25,688.62802,66.29446375,731.00018834,0.2241579175,0.0186853621,14.175853775
JPN,Japan,2011,4914,3618,1296,1.67725,127833000,364500,108678.2422,260649.5938,45610,249616,,73.73000336,6.23315e+12,6.4144e+12,100,,,,3.61,3.24477,,,,9,65662929,2987663.3949,67334928823,1.21768e+12,1.66434e+12,1103.75948,1056.92548,156.182,804.11548,64.571183083,730.99692054,0.2133534555,0.0173074935,13.682144375
JPN,Japan,2012,6632,4914,1718,0.876416667,127629000,364500,108678.2422,260649.5938,45490,249572,,74.69325256,6.27236e+12,6.44554e+12,100,,,,3.61,3.20908,,,,9,65340443,2848843.4024,70429476441,1.23357e+12,1.66611e+12,1033.60474,990.36074,17.23,878.59074,66.329816833,730.81440278,0.2132758158,0.0204061519,13.574104358
JPN,Japan,2013,13599,6632,6967,0.696333333,127445000,364500,108678.2422,260649.5938,45380,249528,,75.29682922,5.21233e+12,5.39161e+12,100,,,,3.61,3.31496,,32.9,,9,65624762,2624990.48,55600834051,1.00749e+12,1.38912e+12,1044.63762,997.11962,13.947,880.51962,62.215181917,731.00307316,0.2003396867,0.0192696082,13.921811217
JPN,Japan,2014,23339,13599,9740,0.6415,127276000,364500,108678.2422,260649.5938,45180,249484,,75.88322449,4.89699e+12,5.07902e+12,100,,,,3.61,3.40022,,,,9,65712094,2365635.3216,48803725389,959498000000,1.33755e+12,1016.68142,973.34742,0,851.16342,62.824146333,730.99972381,0.2072616758,0.0214766857,13.664257925
JPN,Japan,2015,34150,23339,10811,0.5965,127141000,364500,108678.2422,260649.5938,44960,249440,,77.74986267,4.44493e+12,4.61977e+12,100,,,,3.61,3.28165,,,,9,65933194,2241728.6586,45965919991,909543000000,1.27053e+12,995.91478,955.32778,4.346,809.46878,64.475836333,730.99634708,0.2165962458,0.0163018148,14.278665075
JPN,Japan,2016,42040,34150,7890,0.5505,126994511,364500,108678.2422,260649.5938,44710,249400,,77.80799866,5.00368e+12,5.17779e+12,100,124762941.34,130006842.26,80748746.517,3.61,3.15786,,,,9,66356389,2057047.996,56290438047,1.01515e+12,1.43255e+12,992.77528,947.17528,9.266,798.07128,65.78963575,730.81361995,0.2240860975,0.0166020638,14.455129883
JPN,Japan,2017,49500,42040,7460,0.462166667,126785797,364500,108678.2422,260649.5938,44440,249350,,78.19300842,4.93084e+12,5.11325e+12,100,123883020.16,129948477.33,80898265.69,3.61,3.20798,,,,9,66876077,1872530.1239,55641568300,1.00766e+12,1.42415e+12,986.49494,945.85294,11.61,772.72794,63.1712305,731.00226894,0.2016232005,0.0175192581,13.830726533
JPN,Japan,2018,56162,49500,6662,0.4115,126529100,364500,108678.2422,260649.5938,44200,249350,,78.16532898,5.03689e+12,5.22874e+12,100,123475805.46,129001664.99,81110016.486,3.61,3.27512,,,,9,67935294,1630447.1205,52720814912,1.04197e+12,1.4639e+12,980.12162,935.11162,49.199,722.41162,63.128476917,730.9988425,0.2188636046,0.0171621739,14.308837283
JPN,Japan,2019,63192,56162,7030,0.37725,126264931,364500,108678.2422,260649.5938,,249350,,78.45401764,5.14878e+12,5.34781e+12,100,,,,3.61,,,,30,9,68551941,1645246.6491,51851365228,1.04555e+12,1.48017e+12,984.24274,940.14874,65.682,698.909,63.115534333,730.99541879,0.2038941887,0.0131802406,14.494111933
JPN,Japan,2020,68665,63192,5473,,125836021,364500,108678.2422,260649.5938,,249350,,,5.05776e+12,5.14635e+12,,,,,3.61,,,,,9,68306177,1912572.9232,,,,937.993,,43,655.129,64.30081025,730.81254502,0.2217636775,0.0137703176,14.547767092
JOR,Jordan,2000,0,,,4.879966188,5122495,88240,3383.973877,86229.24219,10690,975,,68.30406189,8460424401,8560847532,98.85403442,4844041.4055,4212266.8922,1395073.0489,6.02,,,,,10,1244705,170524.58264,170513399.2,1138445698,1856709450,6.93502,6.54602,0,6.89302,16.267040742,729.83775108,0.0081307767,0.0001806181,18.99395175
JOR,Jordan,2001,0,0,0,4.773879966,5217328,88240,3383.973877,86229.24219,10220,975,,69.25878906,8975689845,9137325952,98.94203949,,,,6.02,,,,,10,1270367,186743.94659,175322990.1,1214643159,1987496474,7.09412,6.48612,0,7.04812,16.821646781,729.99172963,0.0082291564,0.0000082455,19.6033735
JOR,Jordan,2002,0,0,0,4.031276416,5317514,88240,3383.973877,86229.24219,10250,975,0.03,68.60987854,9582453032,9651423413,99.5,5147934.668,4510682.1062,1575055.0956,6.02,0.33223,,37,,10,1296313,198335.89146,210063469.7,1393070522,2234966150,7.64674,6.96774,0,7.58674,19.165966092,729.98894683,0.0125079048,0.0001297399,19.141301367
JOR,Jordan,2003,0,0,0,3.978233305,5434036,88240,3383.973877,86229.24219,10050,975,,69.89227295,10195660790,10325562059,99.09201813,5320261.2859,4633078.2806,1800655.2144,6.02,,,,,10,1329068,192714.86,251528914,1526966150,2403746121,7.51736,7.36036,0,7.46736,20.067784583,729.98618386,0.0120104265,0.0000846147,19.153055083
JOR,Jordan,2004,0,0,0,4.137362637,5580241,88240,3383.973877,86229.24219,10370,975,,71.10322571,11411390409,11685015233,99.17343682,5472768.3987,4722820.06,2086222.8156,6.02,,,,,10,1362411,198639.52271,285021156.6,1852772920,2902416079,8.4317,8.1247,0,8.3707,20.26209085,729.83697071,0.0080383923,0.0001005763,19.155164417
JOR,Jordan,2005,0,0,0,4.243448859,5765639,88240,3383.973877,86229.24219,10130,975,,72.71478271,12588665303,12925759803,99.19959259,5586993.5751,4866398.671,2153282.2074,6.02,,,,,10,1405256,207977.89067,347252468.3,2011777151,3213726375,9.07766,8.52366,0,9.01366,18.517505333,729.99116264,0.0077235686,0.0000974629,19.00753225
